sifra,ime,tip,efekt 
45895206,Dark-Piercing Light,normal spell,Flip all face-down monsters on your opponent's side of the field face-up.
14517422,Darklord Contact,normal spell,"Special Summon 1 ""Darklord"" monster from your Graveyard in Defense Position. You can only activate 1 ""Darklord Contact"" per turn."
80168720,Darkness Approaches,normal spell,"Discard 2 cards from your hand. Select 1 face-up monster and flip it face-down, but do not change its battle position."
19159413,De-Spell,normal spell,"Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position."
32441317,De-Synchro,normal spell,"Target 1 Synchro Monster on the field; return that target to the Extra Deck, then, if all of the monsters that were used for the Synchro Summon of that monster are in your GY, you can Special Summon all of them."
33062423,Decode Destruction,normal spell,"Target 1 ""Decode Talker"" you control; apply the following effects this turn, depending on the number of monsters it currently points to.<br><li>1+: That monsters gains 500 ATK for each monster it currently points to.<br><li>2+: Monsters destroyed by battle with that monster are banished after damage calculation.<br><li>3: After damage calculation, if that monster destroys your opponent's monster by battle: Destroy all cards your opponent controls.<br>You can only activate 1 ""Decode Destruction"" per turn."
72060415,Deep Sea Aria,normal spell,"Banish 1 WATER monster from your GY; add 1 Level 4 or lower Sea Serpent monster from your Deck to your hand. You can only activate 1 ""Deep Sea Aria"" per turn."
96687733,Defense of the Temple,normal spell,"Fusion Summon 1 EARTH Fusion Monster from your Extra Deck, using monsters from your hand or field. If you use a monster you control that mentions ""Temple of the Kings"", you can also use face-up monsters your opponent controls as material. If you control ""Temple of the Kings"": You can banish this card from your GY; add 1 ""Dangers of the Divine"" from your Deck to your hand. You can only use this effect of ""Defense of the Temple"" once per turn."
36995273,Degenerate Circuit,normal spell,The controller of this card pays 500 Life Points during each of their Standby Phases (this is not optional). Monster Cards that would be returned from the field to the hand are removed from play instead.
44763025,Delinquent Duo,normal spell,Pay 1000 Life Points. Your opponent randomly selects and discards 1 card from his/her hand and then selects and discards another card from his/her hand.
39719977,Delta Attacker,normal spell,You can only activate this card while there are 3 Normal Monsters of the same name (except Tokens) on your side of the field. The 3 Normal Monsters of the same name can attack your opponent's Life Points directly during the turn this card is activated.
44883830,Des Croaking,normal spell,"You can only activate this card when there are 3 face-up ""Des Frog"" on your side of the field. Destroy all cards on your opponent's side of the field."
45809008,Destiny Draw,normal spell,"Discard 1 ""Destiny HERO"" card; draw 2 cards."
81994591,Diamond Core of Koa'ki Meiru,normal spell,"Add 1 ""Koa'ki Meiru"" card from your Deck to your hand, except ""Diamond Core of Koa'ki Meiru"". You can banish this card from your Graveyard; for the rest of this turn, ""Koa'ki Meiru"" monsters you control cannot be destroyed."
84257639,Dian Keto the Cure Master,normal spell,Increase your Life Points by 1000 points.
11961740,Different Dimension Capsule,normal spell,"Select 1 card from your Deck and remove it from play face-down. During your 2nd Standby Phase after activation, destroy this card and add the removed card to your hand."
87880531,Diffusion Wave-Motion,normal spell,"Pay 1000 Life Points. Select 1 Level 7 or higher Spellcaster-Type monster on your side of the field. During this turn, only the selected monster can attack and it attacks all monsters on your opponent's side of the field once each. The effects of Effect Monsters destroyed by this attack(s) are not activated."
47292920,Dimension Dice,normal spell,If you control a card with an effect that requires a die roll: You can Tribute 1 monster; Special Summon 1 monster with an effect that requires a die roll from your hand or Deck.
95194279,Dimension Distortion,normal spell,You can only activate this card if there are no cards in your Graveyard. Select 1 removed from play monster and Special Summon it on your side of the field.
23557835,Dimension Fusion,normal spell,Pay 2000 LP; each player Special Summon as many of their banished monsters as possible.
89190953,Dimension Fusion Destruction,normal spell,"Banish from your hand, field, and/or GY, the Fusion Materials that are listed on a ""Phantasm"" Fusion Monster, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions. You take no battle damage from attacks involving the monster Special Summoned by this effect. If you control ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"", your opponent cannot activate cards or effects in response to this card's activation."
22959079,Dimensionhole,normal spell,Remove 1 monster on your side of the field from play until your next Standby Phase. The card still counts towards the 5-card Monster Zone limit.
90965652,Dimer Synthesis,normal spell,"Activate 1 of these effects;<br><li>Add 1 ""Catalyst Field"" from your Deck to your hand.<br><li>Add 1 ""Burnout"", and 1 ""Chemicritter"" monster, from your Deck to your hand.<br>You can banish this card from your GY, then target 2 face-up monsters you control, including a Gemini monster that is treated as an Effect Monster and has gained its effects; until the end of this turn, make 1 of those monster's ATK 0, and if you do, the second monster gains ATK equal to the first monster's original ATK. You can only use each effect of ""Dimer Synthesis"" once per turn."
07373632,Divine Evolution,normal spell,"This card's activation and effect cannot be negated. Choose 1 monster you control whose original Type is Divine-Beast or whose original name is ""The Wicked Avatar"", ""The Wicked Dreadroot"", or ""The Wicked Eraser"", except a monster(s) already affected by ""Divine Evolution"", and it gains 1000 ATK/DEF, its effect activations and its activated effects cannot be negated, also it gains the following effect.<br><li>When this card declares an attack: You can make your opponent send 1 monster they control to the GY (their choice)."
32671443,Doctor D,normal spell,"Banish 1 ""Destiny HERO"" monster from your GY; add to your hand or Special Summon 1 ""Destiny HERO"" monster from your GY. You can banish this card from your GY, then target 2 ""Destiny HERO"" monsters you control; choose 1 of those monsters, its ATK becomes the other monster's ATK, until the end of this turn."
73866096,Dodododraw,normal spell,"Send 1 ""Dododo"" monster from your hand or face-up from your side of the field to the Graveyard; draw 2 cards. You can only activate 1 ""Dodododraw"" per turn."
34187685,Double Attack,normal spell,Discard 1 Monster Card from your hand to the Graveyard. Select 1 monster on your side of the field with a lower Level than the discarded monster. The selected monster can attack twice this turn.
38179121,Double Evolution Pill,normal spell,"Banish 1 Dinosaur monster and 1 non-Dinosaur monster from your hand and/or GY; Special Summon 1 Level 7 or higher Dinosaur monster from your hand or Deck, ignoring its Summoning conditions. You can only activate 1 ""Double Evolution Pill"" per turn."
03682106,Double Snare,normal spell,Destroy 1 face-up card on the field that has an effect that negates Trap Cards' effects.
24096228,Double Spell,normal spell,"Discard 1 Spell, then target 1 Spell in your opponent's GY; place that target in the appropriate Zone on your field, and as this card's effect resolution, follow its card text as if you had used it yourself."
43422537,Double Summon,normal spell,"You can conduct 2 Normal Summon/Set this turn, not just 1."
00096540,Downbeat,normal spell,"Tribute 1 face-up monster; Special Summon from your Deck, 1 monster with the same original Type and Attribute, that the Tributed monster had on the field but 1 Level lower. You can only activate 1 ""Downbeat"" per turn."
72490637,Dowsing Fusion,normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your GY. Only Pendulum Monsters can be used as Fusion Material for this card's effect. You can only activate 1 ""Dowsing Fusion"" per turn."
90887783,Draconnection,normal spell,"Reveal 1 Dragon-Type monster in your hand, add 1 Dragon-Type monster with the same Level from your Deck to your hand, then shuffle the revealed monster into the Deck."
16435215,Dragged Down into the Grave,normal spell,"Both players reveal their hands, each chooses 1 card from their opponent's hand, then you discard the chosen cards from both players' hands, then both players draw 1 card."
71867500,Dragon Revival Rhapsody,normal spell,"If you control a Spellcaster monster: You can target up to 2 Dragon monsters in your GY, including at least 1 Normal Monster; Special Summon them. Your opponent takes no damage this turn. You can only activate 1 ""Dragon Revival Rhapsody"" per turn."
41620959,Dragon Shrine,normal spell,"Send 1 Dragon-Type monster from your Deck to the Graveyard, then if the monster in your Graveyard is a Dragon-Type Normal Monster, you can send 1 more Dragon-Type monster from your Deck to the Graveyard. You can only activate 1 ""Dragon Shrine"" per turn."
55991637,Dragon's Gunfire,normal spell,If you control a Dragon monster: Activate 1 of these effects;<br><li>Inflict 800 damage to your opponent.<br><li>Target 1 monster with 800 or less DEF; destroy that target.
71490127,Dragon's Mirror,normal spell,"Remove from play, from your side of the field or your Graveyard, Fusion Material Monsters that are listed on a Dragon-Type Fusion Monster Card, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon)."
72549351,Dragonic Tactics,normal spell,Tribute 2 Dragon-Type monsters; Special Summon 1 Level 8 Dragon-Type monster from your Deck.
40110009,Dragonmaid Changeover,normal spell,"Fusion Summon 1 Dragon Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. While this card is in your GY: You can target 1 ""Dragonmaid"" monster you control; add this card to your hand, and if you do, return that monster to the hand. You can only use this effect of ""Dragonmaid Changeover"" once per turn."
78231355,Dragonmaid Hospitality,normal spell,"Special Summon 1 ""Dragonmaid"" monster from your hand or GY in Defense Position, then, you can send 1 ""Dragonmaid"" monster with the same Attribute, but a different Level, from your Deck to the GY. You can only activate 1 ""Dragonmaid Hospitality"" per turn."
25845518,Dragunity Glow,normal spell,"Add 1 Level 5 or higher ""Dragunity"" monster from your Deck or GY to your hand. You can banish this card from your GY, then target 1 Monster Card in your Spell & Trap Zone equipped to a ""Dragunity"" monster; Special Summon it in Defense Position. You can only use each effect of ""Dragunity Glow"" once per turn."
00856784,Draw of Fate,normal spell,"If your LP are lower than your opponent's and your opponent controls a monster with the highest ATK on the field (even if it's tied): Reveal 3 cards with different names from your Deck, place them on top of your Deck in random order, then draw 1 card. For the rest of this turn after this card resolves, you cannot Set Spells/Traps, also you can only activate one more card or effect. You can only activate 1 ""Draw of Fate"" per turn."
21576077,Drytron Eclipse,normal spell,"Target 1 ""Drytron"" monster in your GY; add it to your hand. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 ""Drytron"" monster you control; it gains 2000 ATK until the end of your opponent's turn. You can only use each effect of ""Drytron Eclipse"" once per turn."
94187078,Drytron Nova,normal spell,"Special Summon 1 ""Drytron"" monster from your Deck, but destroy it during the End Phase. You can only activate 1 ""Drytron Nova"" per turn. You cannot Special Summon monsters, except monsters that cannot be Normal Summoned/Set, the turn you activate this card."
87669904,Dual Avatar Invitation,normal spell,"Discard 1 card, and if you do, Special Summon as many ""Dual Avatar Spirit Tokens"" as possible (Warrior/LIGHT/Level 2/ATK 0/DEF 0), also for the rest of this turn you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters, and all Tokens you control cannot be Tributed and are destroyed during the End Phase. After Summoning these Token(s), you can apply this effect up to twice.<br><li>Fusion Summon 1 ""Dual Avatar"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.<br>You can only activate 1 ""Dual Avatar Invitation"" per turn."
37469904,Duelist Alliance,normal spell,"If there is a card in the Pendulum Zone: Add 1 ""Pendulum"" Pendulum Monster or ""Pendulum"" Spell/Trap Card from your Deck to your hand. You can only activate 1 ""Duelist Alliance"" per turn."
97474300,Duelist Genesis,normal spell,"If you have a Tuner on your field or in your GY: Add 1 ""Synchro"" Spell/Trap from your Deck to your hand. You can only activate 1 ""Duelist Genesis"" per turn."
24721709,Dwimmered Path,normal spell,"Target 1 Spellcaster Effect Monster in your GY; add it to your hand. You can only activate 1 ""Dwimmered Path"" per turn."
00213326,E - Emergency Call,normal spell,"Add 1 ""Elemental HERO"" monster from your Deck to your hand."
64187086,Earthbound Immortal Revival,normal spell,"Discard 1 card, then target 1 ""Earthbound Immortal"" monster and 1 Field Spell in your GY; add those targets to your hand."
96907086,Earthbound Whirlwind,normal spell,"Activate only while you control a face-up ""Earthbound Immortal"" monsters. Destroy all Spell and Trap Cards your opponent controls."
82828051,Earthquake,normal spell,Change all face-up monsters to Defense Position.
68829754,Eldlixir of Black Awakening,normal spell,"Special Summon 1 Zombie monster from your hand or Deck in Defense Position, but if you control no ""Eldlich"" monsters, you can only Special Summon ""Eldlich"" monsters with this effect. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except Zombie monsters. You can banish this card from your GY; Set 1 ""Golden Land"" Spell/Trap directly from your Deck. You can only use 1 ""Eldlixir of Black Awakening"" effect per turn, and only once that turn."
90219263,Elegant Egotist,normal spell,"If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your hand or Deck."
06390406,Emblem of Dragon Destroyer,normal spell,"Add 1 Buster Blader"" from your Deck or your Graveyard to your hand."""
24019261,Emergency Assistance,normal spell,"Activate during your Main Phase 2, to Special Summon 1 Level 4 monster from your Graveyard that was destroyed by a card effect and sent to the Graveyard this turn."
97926515,Emerging Emergency Rescute Rescue,normal spell,"If your LP is lower than your opponent's: Reveal 3 Beast monsters with 300 ATK and 100 DEF from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. You can only activate 1 ""Emerging Emergency Rescute Rescue"" per turn."
80170678,EN - Engage Neo Space,normal spell,"Send 1 ""Neo-Spacian"" monster and 1 ""Elemental HERO"" monster (1 from your hand and 1 from your Deck) to the GY; Special Summon 1 ""Neo-Spacian"" monster or 1 Level 5 or higher ""Elemental HERO"" monster from your Deck, and if you do, add 1 ""Polymerization"" from your Deck or GY to your hand. If you Special Summoned ""Elemental HERO Neos"" by this effect, it gains 1000 ATK. You cannot Special Summon monsters from the Extra Deck, except Fusion Monsters, the turn you activate this card. You can only activate 1 ""EN - Engage Neo Space"" per turn."
10186633,EN Shuffle,normal spell,"Shuffle 1 ""Elemental HERO"" or ""Neo-Spacian"" monster you control into the Deck, and if you do, Special Summon 1 ""Elemental HERO"" or ""Neo-Spacian"" monster with a different name from your Deck. You can banish this card from your GY; shuffle from your GY into the Deck, either 1 ""Elemental HERO"" monster and 1 ""Neo-Spacian"" monster, OR 1 ""Elemental HERO Neos"", then draw 1 card. You can only use each effect of ""EN Shuffle"" once per turn."
30531525,Enchanting Fitting Room,normal spell,Pay 800 Life Points. Pick up 4 cards from the top of your Deck and Special Summon to your side of the field all Level 3 or lower Normal Monsters among the picked-up cards. Return all the other picked-up cards to your Deck and the Deck is then shuffled.
21887075,Endless Engine Argyro System,normal spell,"Send 1 ""Therion"" card from your Deck to the GY. If this card is in your GY: You can target 1 ""Therion"" card in your GY; if both are still in your GY, add either that card or this card to your hand, and if you do, place the other on the bottom of your Deck. You can only use 1 ""Endless Engine Argyro System"" effect per turn, and only once that turn."
94716515,Eradicating Aerosol,normal spell,Destroy all face-up Insect-Type monsters on the field.
56606928,Eternal Drought,normal spell,Destroy all face-up Fish-Type monsters on the field.
95051344,Eternal Rest,normal spell,Destroy all monsters equipped with Equip Cards.
03519195,Evil Assault,normal spell,"Discard 1 card; take 1 Level 4 or lower ""Evil HERO"" monster from your Deck and either add it to your hand or Special Summon it, also for the rest of this turn after this card resolves, you cannot Special Summon from the Extra Deck, except ""HERO"" monsters. If this card is in your GY, except the turn it was sent there: You can banish this card from your GY; add 1 ""Dark Fusion"" from your GY to your hand. You can only use each effect of ""Evil Assault"" once per turn."
17616743,Evil Eye Awakening,normal spell,"Special Summon 1 ""Evil Eye"" monster from your hand or GY, or, if ""Evil Eye of Selene"" is in your Spell & Trap Zone, you can Special Summon 1 ""Evil Eye"" monster from your Deck instead. You can only activate 1 ""Evil Eye Awakening"" per turn."
07610394,Evil Eye Reemergence,normal spell,"Special Summon 1 ""Familiar of the Evil Eye Token"" (Fiend/DARK/Level 1/ATK 400/DEF 400), or, if ""Evil Eye of Selene"" is in your Spell & Trap Zone, you can Special Summon 2 instead, also for the rest of this turn after this card resolves, you cannot Special Summon monsters, except Fiend monsters. You can banish this card from your GY; your opponent cannot target ""Evil Eye"" Spells/Traps you control with card effects this turn. You can only use each effect of ""Evil Eye Reemergence"" once per turn."
08775395,Evil Eyes Unleashed,normal spell,"Send 1 ""Evil Eye"" monster and 1 ""Evil Eye"" Spell/Trap from your Deck to the GY; add 1 ""Evil Eye"" Equip Spell from your Deck to your hand, but for the rest of this turn, each time you activate a non-""Evil Eye"" card or effect, you lose 500 LP. If you Link Summon an ""Evil Eye"" Link Monster: You can banish this card from your GY; equip 1 ""Evil Eye"" Equip Spell from your GY to 1 ""Evil Eye"" Link Monster you control. You can only use each effect of ""Evil Eyes Unleashed"" once per turn."
18438874,Evil Mind,normal spell,"If you control a Fiend monster: Activate 1 of these effects, based on the number of monsters in your opponent's GY;<br><li>1+: Draw 1 card.<br><li>4+: Add 1 ""HERO"" monster or 1 ""Dark Fusion"" from your Deck to your hand.<br><li>10+: Add 1 ""Polymerization "" Spell or 1 ""Fusion"" Spell from your Deck to your hand.<br>You can only activate 1 ""Evil Mind"" per turn."
88760522,Evo-Diversity,normal spell,"Add 1 ""Evoltile"" or ""Evolsaur"" monster from your Deck to your hand. You can only activate 1 ""Evo-Diversity"" per turn."
05338223,Evo-Force,normal spell,"Tribute 1 ""Evoltile"" monster; Special Summon 1 ""Evolsaur"" monster from your Deck. It is treated as if it was Special Summoned by the effect of an ""Evoltile"" monster."
52875873,Evolution Burst,normal spell,"Activate only while you control a face-up ""Cyber Dragon""(s). Destroy 1 card your opponent controls. ""Cyber Dragon"" cannot attack the turn you activate this card."
78217065,Evolution End Burst,normal spell,"Add 1 ""Overload Fusion"" from your Deck to your hand. If you Fusion Summon a monster this turn with ""Overload Fusion"", using 6 or more monsters as material, that monster can attack a number of times each Battle Phase this turn, up to the number of monsters used as its Fusion Materials. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except with Spell effects. You can only activate 1 ""Evolution End Burst"" per turn."
05556668,Exchange,normal spell,"Each player looks at their opponent's hand, chooses 1 card in it and adds it to their own hand."
26725158,Exile of the Wicked,normal spell,Destroy all face-up Fiend-Type monsters on the field.
98828338,Extinguishing the Ashened,normal spell,"Send 1 DARK Pyro monster from your Deck to the GY, then you can add 1 Level 5 or higher Pyro monster from your GY to your hand. For the rest of this turn after this card resolves, you cannot Special Summon from the Extra Deck, except Pyro monsters. You can banish this card from your GY; Fusion Summon 1 Pyro Fusion Monster from your Extra Deck, using monsters from your hand or field as material. You can only use each effect of ""Extinguishing the Ashened"" once per turn."
58308221,Extra Pendulum,normal spell,"During your Main Phase this turn, you can conduct 1 Pendulum Summon of a monster(s) from your Extra Deck in addition to your Pendulum Summon. (You can only gain this effect once per turn.)"
57995165,Extra-Foolish Burial,normal spell,"Pay half your LP; send 1 monster from your Extra Deck to the GY. You can only activate 1 ""Extra-Foolish Burial"" per turn. You cannot Set Spells/Traps during the turn you activate this card."
28270534,FA.I.ghting Spirit,normal spell,"Target 1 ""@Ignister"" monster in your GY; Special Summon it. If an ""@Ignister"" monster(s) you control with 2300 or more ATK would be destroyed by card effect, you can banish this card from your GY instead. If this card is banished: You can activate this effect; your ""@Ignister"" monsters with 2300 or more ATK cannot be destroyed by battle this turn. You can only activate ""FA.I.ghting Spirit"" once per turn."
29062925,Face Card Fusion,normal spell,"Fusion Summon 1 LIGHT Warrior Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you control ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"", you can use 1 monster from your Deck as Fusion Material. You can only activate 1 ""Face Card Fusion"" per turn."
20188127,Fairy of the Spring,normal spell,Add 1 Equip Spell Card from your Graveyard to your hand. You cannot activate that Equip Spell Card this turn.
78387742,Fake Hero,normal spell,"Special Summon 1 ""Elemental HERO"" monster from your hand. That monster cannot attack, and returns to the hand during the End Phase."
26099457,Falling Current,normal spell,Target 1 face-up monster you control and declare a Level from 1 to 3; it becomes that Level.
68396778,Faustian Bargain,normal spell,Send 1 Special Summoned monster on either side of the field to the Graveyard and Special Summon 1 Level 4 or lower Normal Monster from your hand.
55416843,Feast of the Wild - LV5,normal spell,"Special Summon up to 2 Level 5 Warrior-Type monsters from your hand and/or Graveyard, but their effects are negated, also they cannot attack."
19394153,Feather Shot,normal spell,"Target 1 face-up ""Elemental HERO Avian"" you control; during this turn, that target can attack a number of times equal to the number of monsters you control when this card resolves, but cannot attack directly, and other monsters you control cannot attack this turn."
37406863,Fengsheng Mirror,normal spell,Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monsters exist in his/her hand.
24874630,Fiend's Sanctuary,normal spell,"Special Summon 1 ""Metal Fiend Token"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any Battle Damage you would have taken from battles involving it. During each of your Standby Phases, pay 1000 Life Points or destroy the ""Metal Fiend Token""."
98567237,Fiendsmith's Tract,normal spell,"Add 1 LIGHT Fiend monster from your Deck to your hand, then discard 1 card. You can banish this card from your GY; Fusion Summon 1 ""Fiendsmith"" Fusion Monster from your Extra Deck, using monsters from your hand or field. You can only use each effect of ""Fiendsmith's Tract"" once per turn."
55428811,Fifth Hope,normal spell,"Target 5 ""Elemental HERO"" cards in your GY; shuffle them into the Deck, then draw 2 cards, or draw 3 cards instead, if you had no other cards on your field and in your hand when you activated this card."
78293584,Filia Diabell,normal spell,"Add 1 Level 8 or higher ""Diabell"" monster from your Deck to your hand, or if only your opponent controls a monster, you can Special Summon it instead. If this card is banished: You can make all ""Diabell"" monsters you currently control gain 500 ATK. You can only use each effect of ""Filia Diabell"" once per turn."
95308449,Final Countdown,normal spell,"Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel."
18591904,Final Destiny,normal spell,Discard 5 cards from your hand. Destroy all cards on the field.
73134081,Final Flame,normal spell,Inflicts 600 points of Direct Damage to your opponent's Life Points.
23269426,Final Gesture,normal spell,"Target 1 face-up Level 3 monster you control; Special Summon 1 monster with the same name as that monster from your hand or Graveyard. Its effects are negated. During the End Phase of this turn, destroy the face-up monster that was targeted by this card."
51549976,Final Inzektion,normal spell,"Send 5 face-up ""Inzektor"" cards you control to the Graveyard; destroy all cards your opponent controls, also, during the Battle Phase of this turn, your opponent cannot activate monster effects that activate in the hand or Graveyard."
17956906,Final Light,normal spell,"Pay LP in multiples of 1000, then target 1 ""Valkyrie"" monster in your GY with a different name for every 1000 LP paid; Special Summon them, then your opponent can Special Summon monsters with 2000 or less ATK from their GY, up to the number of monsters you Special Summoned by this effect. You can only activate 1 ""Final Light"" per turn."
11654067,Fire Ejection,normal spell,"Send 1 Pyro monster from your Deck to the GY, then, if you sent a ""Volcanic"" monster to the GY, you can apply 1 of these effects.<br><li>Inflict damage to your opponent equal to its Level x 100.<br><li>Special Summon 1 ""Bomb Token"" (Pyro/FIRE/Level 1/ATK 1000/DEF 1000) to your opponent's field. Each time 1 is destroyed, its controller takes 500 damage.<br>You can only activate 1 ""Fire Ejection"" per turn."
42516299,Fire Recovery,normal spell,"Target 1 FIRE monster in your GY; send 1 card from your hand to the GY, and if you do, Special Summon the targeted monster. You can banish this card from your GY, then target 3 of your FIRE monsters that are banished and/or in your GY; shuffle them into the Deck, then draw 1 card. You can only use this effect of ""Fire Recovery"" once per turn."
17151328,Firestorms Over Atlantis,normal spell,"Activate 1 of these effects;<br><li>Discard 1 WATER monster to the GY, then target 1 face-up monster your opponent controls; destroy it.<br><li>Destroy 1 FIRE monster in your hand, then you can draw 1 card.<br>If only your opponent controls a monster: You can banish this card from your GY, then target 1 Level 7 or 8 WATER or FIRE monster in your GY; Special Summon it. You can only use each effect of ""Firestorms Over Atlantis"" once per turn."
74271714,Fish and Bids,normal spell,"At the start of your Main Phase 1: Banish 1 card from your hand; your opponent can banish 2 cards from their hand, if they do not, you apply this effect.<br><li>Take 2 Fish monsters from your Deck and either banish both or send both to the GY, also you cannot Special Summon for the rest of this turn, except Fish monsters."
32703716,Fish and Kicks,normal spell,"If you have 3 or more banished Fish, Sea Serpent, or Aqua-Type monsters: Target 1 card on the field; banish it."
21507589,Fish and Swaps,normal spell,"Discard 1 card to target 2 of your banished Fish, Sea Serpent, or Aqua-Type monsters; add them to your hand."
22819092,Fish Sonar,normal spell,"Add 1 Level 7 or lower monster from your Deck to your hand, that mentions ""Umi"", or is a WATER Normal Monster, then if ""Umi"" is on the field, you can Special Summon 1 WATER Normal Monster from your Deck. You can only activate 1 ""Fish Sonar"" per turn."
66788016,Fissure,normal spell,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied)."
06309986,Five Star Twilight,normal spell,"If the only monster you control is 1 Level 5 monster: Tribute that monster; Special Summon 5 monsters (1 ""Kuribah"", 1 ""Kuribee"", 1 ""Kuriboo"", 1 ""Kuribeh"", and 1 ""Kuriboh"") from your hand, Deck, and/or GY, but they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Five Star Twilight"" per turn."
39956951,Flash of the Forbidden Spell,normal spell,If your opponent controls monsters in all of their Main Monster Zones: Destroy all monsters your opponent controls.
50134646,Flock Together,normal spell,"Place 1 monster from your Deck in your Spell & Trap Zone as a face-up Continuous Spell. You can banish this card from your GY; place 1 monster from your Deck in your Spell & Trap Zone as a face-up Continuous Trap. You can only use 1 ""Flock Together"" effect per turn, and only once that turn. The total number of cards in the Monster Zones and face-up Monster Cards in the Spell & Trap Zones must be 10 or more to activate either of this card's effects."
32887445,Flourishing Frolic,normal spell,"Excavate cards from your Deck equal to the number of ""Flourishing Frolic"" in your GY + 3, and if you excavate at least 1 Monster, 1 Spell, and 1 Trap, add 1 of them to your hand and send the other cards to the GY. If you did not, shuffle all excavated cards into your Deck. You can only activate 1 ""Flourishing Frolic"" per turn."
78785392,Flower Gathering,normal spell,"Special Summon 4 ""Flower Cardian"" monsters with 100 ATK and different names from your Deck in Attack Position, but they have their effects negated, also they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Flower Gathering"" per turn. You cannot Normal or Special Summon other monsters during the turn you activate this card, except ""Flower Cardian"" monsters."
30786387,Flower Stacking,normal spell,"Choose 3 ""Flower Cardian"" monsters with different names from your Deck, and place them on top of your Deck in any order. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 ""Flower Cardian"" monster in your Graveyard; add it to your hand. You can only use this effect of ""Flower Stacking"" once per turn."
72386290,Focused Aquamirror,normal spell,"Add 1 ""Gishki"" monster from your Deck to your hand. During the End Phase, if you control a WATER Ritual Monster: You can banish this card from your GY; Set 1 ""Aquamirror"" Spell/Trap directly from your Deck or GY, except ""Focused Aquamirror"". You can only use this effect of ""Focused Aquamirror"" once per turn."
81439173,Foolish Burial,normal spell,Send 1 monster from your Deck to the GY.
35726888,Foolish Burial Goods,normal spell,"Send 1 Spell/Trap Card from your Deck to the GY. You can only activate 1 ""Foolish Burial Goods"" per turn."
49033797,Forbidden Trapezohedron,normal spell,"If you control exactly 2 monster card types (among Fusion, Synchro, and/or Xyz): Apply the following effect based on those types.<br><li>Fusion and Synchro: Special Summon 1 ""Outer Entity"" Xyz Monster from your Extra Deck, and if you do, attach this card to it as material.<br><li>Synchro and Xyz: Special Summon 1 ""Elder Entity"" Fusion Monster from your Extra Deck.<br><li>Xyz and Fusion: Special Summon 1 ""Old Entity"" Synchro Monster from your Extra Deck.<br>You can only activate 1 ""Forbidden Trapezohedron"" per turn."
87765315,Forge of the True Dracos,normal spell,"If a ""Dracoslayer"" monster, that is not a Pendulum Monster, and a ""Dracoverlord"" monster are on the field: Shuffle as many cards on the field as possible into the Deck, then you can Special Summon 1 ""Dracoslayer"" or ""Dracoverlord"" monster from your Deck, ignoring its Summoning conditions."
27895597,Fortune Lady Calling,normal spell,"If you control a ""Fortune Lady"" monster: Special Summon 1 ""Fortune Lady"" monster from your Deck with a different name from the cards you control, also for the rest of this turn after this card resolves, you cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. You can only activate 1 ""Fortune Lady Calling"" per turn."
68663748,Fortune's Future,normal spell,"Select 1 of your removed from play ""Fortune Lady"" monsters and return it to the Graveyard. Then draw 2 cards."
47325505,Fossil Dig,normal spell,Add 1 Level 6 or lower Dinosaur monster from your Deck to your hand.
59419719,Fossil Fusion,normal spell,"Fusion Summon 1 ""Fossil"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from any GYs (except for materials with a specific GY requirement listed). If you banished monsters from both GYs, neither player can target that Special Summoned monster with monster effects. If a face-up ""Fossil"" Fusion Monster(s) you control is destroyed by battle or card effect, while this card is in your GY: You can add this card from the GY to your hand. You can only use this effect of ""Fossil Fusion"" once per turn."
